Date,Open,High,Low,Close,Adj Close,Volume,Adj Open,Adj High,Adj Low
2024-10-11,229.3,229.41,227.34,227.55,227.05,31759200,228.79615469127666,228.90591298615686,226.8404614370468
2024-10-10,227.78,229.5,227.17,229.04,228.54,28183500,227.28275061124694,228.99899580859238,226.67408225637442
2024-10-09,225.23,229.75,224.83,229.54,229.04,33591100,224.7393883419012,229.24954256338765,224.34025964973426
2024-10-08,224.3,225.98,223.25,225.77,225.27,31855700,223.80325552553484,225.4795349249236,222.75558090091687
2024-10-07,224.5,225.69,221.33,221.69,221.2,39505400,224.0037890748342,225.1911588253868,220.84079570571518
2024-10-04,227.9,228.0,224.13,226.8,226.3,37245100,227.39757495590828,227.49735449735448,223.63588624338624
2024-10-03,225.14,226.81,223.32,225.67,225.17,34044200,224.6411742810298,226.3074741879736,222.82520671777374
2024-10-02,225.89,227.37,223.02,226.78,226.28,32880600,225.39196225416703,226.86869917982187,222.52828997266076
2024-10-01,229.52,229.65,223.74,226.21,225.71,63285000,229.01268378939926,229.1423964457805,223.2454595287565
2024-09-30,230.04,233.0,229.65,233.0,232.49,54541900,229.53647896995707,232.49,229.14733261802576
2024-09-27,228.46,229.52,227.3,227.79,227.29,34026000,227.95852934720577,229.01620264278503,226.80107555204356
2024-09-26,227.3,228.5,225.41,227.52,227.02,36636700,226.80048347398034,227.99784634317862,224.91463695499297
2024-09-25,224.93,227.29,224.02,226.37,225.87,42308700,224.43318063347616,226.78796792861243,223.52519061713124
2024-09-24,228.65,229.35,225.73,227.37,226.87,43556100,228.14718520473238,228.84564586357038,225.23360645643663
2024-09-23,227.34,229.45,225.81,226.47,225.97,54146000,226.83807921579017,228.94342076213184,225.31145714664194
2024-09-20,229.97,233.09,227.62,228.2,227.7,318679900,229.4661218229623,232.5792857142857,227.1212708150745
2024-09-19,224.99,229.82,224.63,228.87,228.37,66781300,224.49847642766636,229.31792458600953,224.13926290033643
2024-09-18,217.55,222.71,217.54,220.69,220.21,59894900,217.07682948932896,222.22560650686486,217.06685123929495
2024-09-17,215.75,216.9,214.5,216.79,216.31,45519300,215.27230268923844,216.41975644633055,214.0250703445731
2024-09-16,216.54,217.22,213.92,216.32,215.84,59357400,216.05951183431952,216.7380029585799,213.44532544378697
2024-09-13,223.58,224.04,221.91,222.5,222.01,36766600,223.08762157303372,223.54660853932583,221.42129932584268
2024-09-12,222.5,223.55,219.82,222.77,222.28,37498200,222.0105938860708,223.0582843291287,219.33648875521837
2024-09-11,221.46,223.09,217.89,222.66,222.17,44587100,220.97264079762866,222.59905371418304,217.41049717057393
2024-09-10,218.92,221.48,216.73,220.11,219.63,51591000,218.44259506610328,220.99701240288942,216.2573708600245
2024-09-09,220.82,221.27,216.71,220.91,220.42,67180000,220.3301996288081,220.77920148476755,216.22931601104523
2024-09-06,223.95,225.24,219.77,220.82,220.34,48423000,223.46319626845394,224.75039217462188,219.29228240195636
2024-09-05,221.63,225.48,221.52,222.38,221.89,36615400,221.14165257667057,224.98316934976165,221.03189495458227
2024-09-04,221.66,221.78,217.48,220.85,220.37,43840200,221.17823952909214,221.29797871858727,217.00732442834502
2024-09-03,228.55,229.0,221.17,222.77,222.28,50190600,228.04728643892804,228.49629662880997,220.6835193248642
2024-08-30,230.19,230.4,227.48,229.0,228.5,52990800,229.6874017467249,229.89694323144107,226.98331877729257
2024-08-29,230.1,232.92,228.88,229.79,229.29,51906300,229.5993254710823,232.41318943383087,228.38198006875842
2024-08-28,227.92,229.86,225.68,226.49,225.99,38052200,227.41684312773188,229.35256037794164,225.1817881584176
2024-08-27,226.0,228.85,224.89,228.03,227.53,35934600,225.50445116870588,228.3482019909661,224.39688505898346
2024-08-26,226.76,227.28,223.89,227.18,226.68,30602200,226.26092437714587,226.77977991020336,223.39724095430935
2024-08-23,225.66,228.22,224.33,226.84,226.34,38677300,225.162600952213,227.71695820842885,223.83553253394464
2024-08-22,227.79,228.34,223.9,224.53,224.04,43695300,227.29288558321826,227.84168529817842,223.41137487195476
2024-08-21,226.52,227.98,225.05,226.4,225.9,34765500,226.01973498233215,227.4765106007067,224.55298144876326
2024-08-20,225.77,227.17,225.45,226.51,226.01,30299000,225.2716334819655,226.66854311067942,224.95233985254512
2024-08-19,225.72,225.99,223.04,225.89,225.39,40687800,225.22037628934436,225.48977865332685,222.54630838018502
2024-08-16,223.92,226.83,223.65,226.05,225.55,44340200,223.4247113470471,226.32827471798277,223.1553085600531
2024-08-15,224.6,225.35,222.76,224.72,224.23,46414000,224.11026165895336,224.85862629049484,222.27427376290495
2024-08-14,220.57,223.03,219.7,221.72,221.23,41960600,220.08254149377592,222.53710490709003,219.2144641890673
2024-08-13,219.01,221.89,219.01,221.27,220.78,44155300,218.52500474533375,221.39862701676682,218.52500474533375
2024-08-12,216.07,219.51,215.6,217.53,217.05,38028100,215.5932216246035,219.0256309474555,215.12425872293477
2024-08-09,212.1,216.78,211.97,216.24,215.52,42201600,211.39378468368477,216.05820199778023,211.26421753607102
2024-08-08,213.11,214.2,208.83,213.31,212.6,47161100,212.4006656978107,213.48703764474237,208.13491163095964
2024-08-07,206.9,213.64,206.39,209.82,209.12,63516400,206.20974168334766,212.9272557430178,205.70144314174053
2024-08-06,205.3,209.99,201.07,207.23,206.54,69660500,204.61642619311877,209.2908102108768,200.40051054384017
2024-08-05,199.09,213.5,196.0,209.27,208.57,119548600,198.42405170354087,212.7858508147369,195.3443876332011
2024-08-02,219.15,225.6,217.71,219.86,219.12,105568600,218.41238970253798,224.8406804330028,216.9772364231784
2024-08-01,224.37,224.48,217.02,218.36,217.63,62501000,223.61990795017402,223.72954020882943,216.29447975819747
2024-07-31,221.44,223.82,220.63,222.08,221.34,50036300,220.7021325648415,223.07420208933715,219.894831592219
2024-07-30,219.19,220.33,216.12,218.8,218.07,41643800,218.45869881170015,219.5948953382084,215.3989414990859
2024-07-29,216.96,219.3,215.75,218.24,217.51,36311800,216.23428152492667,218.56645436217008,215.02832890395894
2024-07-26,218.7,219.49,216.01,217.96,217.23,41601300,217.96752156358963,218.75487566525968,215.2865310148651
2024-07-25,218.93,220.85,214.62,217.49,216.76,51391200,218.19516667432984,220.10872224010296,213.8996330865787
2024-07-24,224.0,224.8,217.13,218.54,217.81,61777600,223.25176169122358,224.0490894115494,216.40470989292578
2024-07-23,224.37,226.94,222.68,225.01,224.26,39960300,223.62213323852274,226.18356695257987,221.9377663214968
2024-07-22,227.01,227.78,223.09,223.96,223.21,48201800,226.24978612252187,227.0172075370602,222.3429134666905
2024-07-19,224.82,226.8,223.28,224.31,223.56,49151500,224.06829477062993,226.04167446836968,222.53344389461014
2024-07-18,230.28,230.44,222.27,224.18,223.43,66034600,229.5095922919083,229.6690570077616,221.52638995450084
2024-07-17,229.45,231.46,226.64,228.88,228.11,57345900,228.6780824012583,230.6813203425376,225.87753582663404
2024-07-16,235.0,236.27,232.33,234.82,234.03,43234300,234.20939442977598,235.47512179541778,231.54837705476535
2024-07-15,236.48,237.23,233.09,234.4,233.61,62631300,235.68298976109216,236.43046203071674,232.3044151023891
2024-07-12,228.92,232.64,228.68,230.54,229.77,53046500,228.1554107747029,231.8629860327926,227.91621237095518
2024-07-11,231.39,232.39,225.77,227.57,226.81,64710600,230.61724260667046,231.6139029749088,225.016011337171
2024-07-10,229.3,233.08,229.25,232.98,232.2,62627700,228.5323203708473,232.29966520731395,228.48248776719032
2024-07-09,227.93,229.4,226.37,228.68,227.91,48076100,227.1625253629526,228.6275756515655,225.60777811789401
2024-07-08,227.09,227.85,223.25,227.82,227.06,59085900,226.33243525590382,227.08989992099026,222.5052453691511
2024-07-05,221.65,226.45,221.65,226.34,225.58,60412400,220.90574798974993,225.68963064416363,220.90574798974993
2024-07-03,220.0,221.55,219.03,221.55,220.81,37369800,219.26517716091175,220.81,218.29841706161136
2024-07-02,216.15,220.38,215.1,220.27,219.53,58046200,215.42384119489716,219.63963045353427,214.37736868388794
2024-07-01,212.09,217.51,211.92,216.75,216.02,60402900,211.37569457900807,216.7774403690888,211.20626712802766
2024-06-28,215.77,216.07,210.3,210.62,209.91,82542700,215.04263935048903,215.3416280505175,209.5910787199696
2024-06-27,214.69,215.74,212.35,214.1,213.38,49772700,213.9680158804297,215.0144848201775,211.63588510042038
2024-06-26,211.5,214.86,210.64,213.25,212.54,66213200,210.79582649472448,214.14463962485345,209.93868980070337
2024-06-25,209.15,211.38,208.61,209.07,208.37,56713900,208.44973214712778,210.67226574831398,207.91154015401543
2024-06-24,207.72,212.7,206.59,208.14,207.44,80727000,207.02141251081005,211.98466416834825,205.89521283751324
2024-06-21,210.39,211.89,207.11,207.49,206.79,246421400,209.68021639597086,211.1751559111282,206.41128198949346
2024-06-20,213.93,214.24,208.85,209.68,208.98,86172500,213.2158117130866,213.52477680274703,208.15277088897366
2024-06-18,217.59,218.63,213.0,214.29,213.57,79943300,216.8589122217556,217.89541789164218,212.28433431331374
2024-06-17,213.37,218.95,212.72,216.67,215.94,93728300,212.65111829048786,218.21231827202658,212.00330825679606
2024-06-14,213.85,215.17,211.3,212.49,211.78,70122700,213.13545578615464,214.45104522565765,210.5939761871147
2024-06-13,214.74,216.75,211.6,214.24,213.52,97862700,214.01831964152353,216.0215646004481,210.8888722927558
2024-06-12,207.37,220.2,206.9,213.07,212.36,198134300,206.67899375791995,219.46624114140891,206.2105599098888
2024-06-11,193.65,207.16,193.63,207.15,206.46,172373300,193.00496741491673,206.46996669080377,192.9850340333092
2024-06-10,196.9,197.3,192.15,193.12,192.47,97262100,196.23727734051369,196.63593102734052,191.50326480944491
2024-06-07,194.65,196.94,194.14,196.89,196.23,53103900,193.99750876123724,196.2798323937224,193.4892183452689
2024-06-06,195.69,196.5,194.17,194.48,193.83,41181800,195.03595588235297,195.84324866310163,193.5210360962567
2024-06-05,195.4,196.9,194.87,195.87,195.21,54156800,194.7415837034768,196.2365293306785,194.21336958186552
2024-06-04,194.64,195.32,193.03,194.35,193.7,47471400,193.98903010033445,194.6667558528428,192.38441471571906
2024-06-03,192.9,194.99,192.52,194.03,193.38,50080500,192.25378549708807,194.33678400247385,191.87505849610886
2024-05-31,191.44,192.57,189.91,192.25,191.61,75158300,190.8026964889467,191.92893472041612,189.2777898569571
2024-05-30,190.76,192.18,190.63,191.29,190.65,49947900,190.12177322390087,191.53702232212873,189.99220816561242
2024-05-29,189.61,192.25,189.51,190.29,189.65,53068000,188.9722870355773,191.60340795627727,188.87262336433864
2024-05-28,191.51,193.0,189.1,189.99,189.35,52280100,190.86487973051211,192.34986051897465,188.46299805252906
2024-05-24,188.82,190.58,188.04,189.98,189.34,36294600,188.1839077797663,189.93797873460366,187.40653542478157
2024-05-23,190.98,191.0,186.63,186.88,186.25,51005900,190.33617829623287,190.35611087328766,186.00084278681507
2024-05-22,192.27,192.82,190.27,190.9,190.26,34648500,191.62540701938187,192.1735631220534,189.63211210057622
2024-05-21,191.09,192.73,190.92,192.35,191.71,42309400,190.45419235768134,192.08873563815962,190.2847579932415
2024-05-20,189.33,191.92,189.01,191.04,190.4,44361300,188.69572864321609,191.27705192629816,188.37680067001673
2024-05-17,189.51,190.81,189.18,189.87,189.23,41282900,188.8712134618423,190.16683151630062,188.54232580186442
2024-05-16,190.47,191.1,189.66,189.84,189.2,52845200,189.82787610619468,190.45575221238937,189.0206068268015
2024-05-15,187.91,190.65,187.37,189.72,189.08,70400000,187.27610584018555,190.00686274509806,186.73792747206411
2024-05-14,187.51,188.3,186.29,187.43,186.8,52393600,186.8797310996105,187.66707570826443,185.66383183055007
2024-05-13,185.44,187.1,184.62,186.28,185.66,72044800,184.82279579128195,186.47727077517715,184.0055250161048
2024-05-10,184.9,185.09,182.13,183.05,182.44,50759500,184.2838350177547,184.473201857416,181.52306582900843
2024-05-09,182.56,184.66,182.11,184.57,183.7,48983000,181.69947445413663,183.7895757707103,181.25159560058515
2024-05-08,182.85,183.07,181.45,182.74,181.88,45057100,181.9894823246142,182.2084469738426,180.59607092043336
2024-05-07,183.45,184.9,181.32,182.4,181.54,77305800,182.58504934210524,184.02821271929824,180.46509210526312
2024-05-06,182.35,184.2,180.42,181.71,180.86,78569700,181.49700621870014,183.3383523196302,179.57603434043256
2024-05-03,186.65,187.0,182.66,183.38,182.52,163224100,185.77466463082126,186.12302323045043,181.80337659504855
2024-05-02,172.51,173.42,170.89,173.03,172.22,94214900,171.7024342599549,172.6081743050338,170.0900179159683
2024-05-01,169.58,172.71,169.11,169.3,168.5,50383100,168.77867690490254,171.89388659184877,168.31089781453042
2024-04-30,173.33,174.99,170.0,170.33,169.53,65934800,172.5159097046909,174.16811307461984,169.20154993248397
2024-04-29,173.37,176.03,173.1,173.5,172.68,68169400,172.5506144092219,175.19804265129684,172.28189048991354
2024-04-26,169.88,171.34,169.18,169.3,168.5,44838400,169.07725930301237,170.53036030714705,168.38056704075603
2024-04-25,169.53,170.61,168.15,169.89,169.09,50558300,168.7316952145506,169.80660957089884,167.35819353699455
2024-04-24,166.54,169.3,166.21,169.02,168.23,48251800,165.76159152762983,168.50869127913856,165.43313394864512
2024-04-23,165.35,167.05,164.92,166.9,166.12,49537800,164.57724385859797,166.269298981426,164.14925344517675
2024-04-22,165.52,167.26,164.77,165.84,165.06,48116400,164.74150506512302,166.47332127351663,163.99503256150507
2024-04-19,166.21,166.4,164.08,165.0,164.22,67772100,165.42428,165.61338181818184,163.3043490909091
2024-04-18,168.03,168.64,166.55,167.04,166.25,43122900,167.23531788793105,167.84243295019155,165.76231740900386
2024-04-17,169.61,170.65,168.0,168.0,167.21,50901200,168.81242916666667,169.8475386904762,167.21
2024-04-16,171.75,173.76,168.27,169.38,168.58,73711200,170.93880623450232,172.93931278781437,167.4752426496635
2024-04-15,175.36,176.63,172.5,172.69,171.88,73531800,174.53747640280272,175.80151948578376,171.69089119230992
2024-04-12,174.26,178.36,174.21,176.55,175.72,101593300,173.44076578872838,177.52149079580855,173.39100084961765
2024-04-11,168.34,175.46,168.16,175.04,174.22,91070300,167.55138711151739,174.63803244972578,167.3722303473492
2024-04-10,168.8,169.09,167.11,167.78,166.99,49709300,168.00519728215522,168.29383180355228,166.32315472642748
2024-04-09,168.7,170.08,168.35,169.67,168.87,42451200,167.90457358401602,169.27806683562213,167.55622384628987
2024-04-08,169.03,169.2,168.24,168.45,167.66,37425500,168.23727990501632,168.40648263579698,167.45098486197688
2024-04-05,169.59,170.39,168.95,169.58,168.78,42055200,168.78995282462554,169.58617879466917,168.1529720485906
2024-04-04,170.29,171.92,168.82,168.82,168.03,53704400,169.49312107570194,171.11549342494965,168.03
2024-04-03,168.79,170.68,168.58,169.65,168.85,47691700,167.99405540819333,169.87514294134985,167.78504568228706
2024-04-02,169.08,169.34,168.23,168.84,168.05,49329500,168.28887704335466,168.54766050698888,167.4428541814736
2024-04-01,171.19,171.25,169.48,170.03,169.23,46240500,170.3845421396224,170.44425983649944,168.6825877786273
2024-03-28,171.75,172.23,170.51,171.48,170.67,65672700,170.93872463261022,171.41645731280616,169.70458187543736
2024-03-27,170.41,173.6,170.11,173.31,172.5,60273300,169.61355374761985,172.788644625238,169.31495585944262
2024-03-26,170.0,171.42,169.58,169.71,168.91,57388400,169.19863296211182,170.61193919038357,168.7806128100878
2024-03-25,170.57,171.94,169.45,170.85,170.05,54288300,169.77131109160084,171.13489610769682,168.6565554580041
2024-03-22,171.76,173.05,170.06,172.28,171.47,71106600,170.9524448572092,172.23637973067102,169.26043765962388
2024-03-21,177.05,177.49,170.84,171.37,170.56,106181300,176.213152827216,176.6510731166482,170.03250510591118
2024-03-20,175.72,178.67,175.09,178.67,177.83,53423100,174.8938691442324,177.83,174.26683102927186
2024-03-19,174.34,176.61,173.03,176.08,175.25,55215200,173.51820195365744,175.777501703771,172.21437698773283
2024-03-18,175.57,177.71,173.52,173.72,172.9,75604200,174.74126755698825,176.87116624453145,172.7009440478932
2024-03-15,171.17,172.62,170.29,172.62,171.81,121664700,170.36680396246086,171.81,169.49093326381646
2024-03-14,172.91,174.31,172.05,173.0,172.19,72913500,172.10042138728323,173.49386647398842,171.2444479768786
2024-03-13,172.77,173.19,170.76,171.13,170.33,52488700,171.962333313855,172.38036989423247,169.96172967919128
2024-03-12,173.15,174.03,171.01,173.23,172.42,59825400,172.3403740691566,173.21625930843388,170.210380419096
2024-03-11,172.94,174.38,172.05,172.75,171.94,60139500,172.12910911722142,173.56235716353112,171.2432821997106
2024-03-08,169.0,173.7,168.94,170.73,169.93,76114600,168.20810636677797,172.88608328940433,168.14838751244656
2024-03-07,169.15,170.73,168.49,169.0,168.21,71765100,168.35929881656807,169.93191301775147,167.70238402366866
2024-03-06,171.06,171.24,168.68,169.12,168.33,68587700,170.26093779564806,170.44009697256388,167.89205534531695
2024-03-05,170.76,172.04,169.62,170.12,169.32,95132400,169.95699035974604,171.23097107923817,168.8223512814484
2024-03-04,176.15,176.9,173.79,175.1,174.28,81510100,175.32508280982296,176.07157053112508,172.97613478012565
